,data,target
1115,"📰  Новости, которые вы могли пропустить: 


📍 Объем параллельного импорта достиг $6,5 млрд с мая

📍 В России выявили более 25 000 случаев COVID-19 за сутки

📍 Российский бизнес OBI достался новому владельцу за 600 рублей

📍 Сотрудники «АвтоВАЗа» перешли на полный режим работы

📍 Wildberries сменил название сайта на «Ягодки»

📍 России нужно сосредоточиться на автономном развитии спорта

📍 Apple потребовала от Rutube скрыть в приложении контент российских госсми

📍 С начала года Россия заключила контракты по экспорту вооружений на 1 трлн рублей

📍 Агентство недвижимости Savills вышло из российского бизнеса

📍 Препарат от коронавируса «МИР 19» может выйти на рынок в конце августа

📍 Нидерландский суд вынесет решение по делу о крушении MH17 в ноябре

📍 ЦБ перенес публикацию обзора денежно-кредитной политики на 2023 год


@vedomosti",0
1116,"Стоимость фьючерсных контрактов на поставку электроэнергии в Европу в следующем году побила рекорд, сообщает Bloomberg. Причем цены на поставку в некоторые страны увеличились вдвое только за последние два месяца.
#экономика 

@vedomosti",0
1117,"Как закрылась Мосбиржа

🔺 Курс доллара - 61,23 руб. (+0,62 руб.) 

🔺 Курс евро – 62,35 руб. (+0,04 руб.)

🔻 Нефть Brent – $96,06 за барр. (-$2,41)

🔺 Индекс Мосбиржи –  2 165 (+0,83%)

🔻 Индекс РТС – 1 113 (-0,30%)

⬆️ Лидеры роста среди голубых фишек: 
Новатэк (+2,8%), Норникель (+2,13%), Полюс (+1,33%), депозитарные расписки TCS (+0,99%), НЛМК (+0,68%)

⬇️ Лидеры падения среди голубых фишек:
Polymetal (-1,26%), Сургутнефтегаз (-0,19%), Роснефть (-0,09%), АЛРОСА (-0,08%),  

@vedomosti",0
1118,"В Госдуму внесли законопроект о выплатах пособий для семей с детьми к 1 сентября. В пояснительной записке к документу объясняется, что выплаты смогут получать семьи, в которых дети обучаются «по основным образовательным программам начального общего, основного общего и среднего общего, а также очной формы среднего и высшего образования, реализуемым в РФ». 
Выплаты будут проводиться ежегодно.
#политика 

@vedomosti",0
1119,"Маркетплейс Wildberries не исключил возможность смены названия на «Ягодки» в будущем, рассказали «Ведомостям» в пресс-службе компании. 

«Мы не подтверждаем, но и не опровергаем возможную смену названия. «Ягодки» – это часть маркетинговой акции «Черная пятница» – распродажи с большими скидками – которая сейчас проходит у нас. В стилистике рекламной кампании был обновлен и сайт», – сказано в сообщении. 
#бизнес 

@vedomosti",0
1120,"В Германии подсчитали размер дополнительного сбора за газ. Сбор, который поможет снизить нагрузку на поставщиков электроэнергии с 1 октября, будет стоить немецким домохозяйствам почти 500 евро в год, пишет Reuters.
#экономика 

@vedomosti",1
1121,"ЦБ перенес срок подготовки обзора денежно-кредитной политики на 2023 год. Как сообщил регулятор, качественное подведение итогов невозможно «без учета и дополнительного осмысления новой реальности для российской экономики». 

Теперь для подведения итогов ОДКП регулятор считает необходимым переосмыслить и заново проанализировать новую действительность российской экономики.
#финансы 

@vedomosti",0
1122,"Верховная рада Украины поддержала увеличение расходов на оборону и поддержку экономики на 270,2 млрд гривен ($7,33 млрд). Из этой суммы $6,5 млрд будут направлены на нужды министерства обороны, а остальные средства получат МВД, СБУ и другие ведомства. 
#финансы 

@vedomosti",0
1123,"Представитель Дерипаски объяснил его претензии к Тинькову. «Заявления господина Тинькова — попытка заигрывания с западной аудиторией, сделанная, чтобы исправить последствия своего неосторожно озвученного мнения и заново выстроить репутацию. Но делать это за счет других, прибегая к откровенной лжи, недопустимо», – рассказал он.

В случае удовлетворения иска средства пойдут на благотворительные проекты, в частности, на развитие спортивной детской инфраструктуры в регионах, добавил представитель бизнесмена.
#общество 

@vedomosti",0
1124,"Предвкушение проблем на рынке труда 

Вчера вечером разговаривал с друзьями из Канады. Люди занимаются стройкой и последующими ремонтами. Так вот, заказы упали, причём очень и очень сильно. Упали настолько, что значительная часть сотрудников просто сидят дома. Заказы стали потихоньку исчезать в течение последних трех-четырех месяцев.  

Что происходит? Все достаточно просто. Инфляция резко ударила по потребительской корзине. Подъём процентной ставки, как последующая мера уже для борьбы с раскручивающейся инфляцией, прибила спрос на недвижимость и вообще стала мощно лупить по экономической активности. 

Вы скажете: это отдельный пример. Возможно. Настоящие экономисты следят прежде всего за экономической статистикой, а не за обывательскими индикаторами и частными случаями. Спорить не буду. Зачем? 

Да, разумеется. Все так. Статистика по труду пока выходит более чем оптимистичная. 
Только есть один нюанс. В тот момент, когда эта статистика покажет нам РЕАЛЬНУЮ картинку, это будет уже НЕ индикатор будущего, а, скорее, свершившийся факт. 

Наша же с вами задача – ПРЕДВОСХИЩАТЬ тренды. Заранее продумывать, что может быть. 

Я думаю, что статистика начнет фиксировать снижение уровня занятости начиная с августа-сентября. 

Не забываем, что о своих программах сокращения персонала объявляют не только строители и не только в Канаде. О сокращениях персонала начали сообщать и такие «небольшие» компании, как Amazon, Oracle, Microsoft, Apple и даже самая большая по версии Роскомнадзора террористическая организация мира – Меta. 

Банк Канады достаточно резко повышает сейчас процентную ставку. Инфляция – выше 8% годовых. Аналогично в США. 

Думаю, новыми повышениями ставки и ФРС, и Банк Канады нас «порадуют» в сентябре. Скорее всего, и тот, и другой поднимут ставку еще на 50 б.п.  

Сравниваем доходности и канадских,  и американских десятилеток. Динамика очень близкая. 

Короче, жду и в том, и в другом случае скорых цифр, уже подтверждающих грядущее ухудшение на рынке труда.

@bitkogan",0
1125,"Динамика десятилетних гос облигаций:
1. Канады
2. США

@bitkogan",0
1126,,0
1127,"⚠️🇷🇺#бонды #россия #нерезы #торги #рынки #опрос 
Московская биржа с 15 августа допустила нерезидентов из дружественных стран к торговле на рынке российских облигаций — как государственных, так и корпоративных. Это может привести на первых порах к некоторому падению стоимости облигаций (особенно выпущенных компаниями) и, соответственно, росту их доходности, считают опрошенные «Известиями» эксперты
—————————-
Западные банки начали возвращаться на рынок российских облигаций, помогая своим клиентам избавиться от этих активов - подробнее",1
1128,"⚠️✴️#ADA #крипто #наблюдение 
Santiment отмечает резкий всплеск оптимизма толпы и резкий рост профит-тэйкинга в Cardano",0
1129,"⚠️🇷🇺#недвижимость #россия 
Резкое сокращение продаж новостроек на рынке Москвы и Подмосковья вынуждает застройщиков жилья предлагать покупателям большие скидки. На рынке появились лоты с дисконтом до 25%, а за год средний размер скидок вырос в 2,5 раза - Ъ",1
1130,"АКРА*:

Быстрого роста ВВП РФ в 2024 г. ждать не стоит, т.к. потребление российской нефти на внешнем рынке будет сокращаться, кроме того, сейчас предприятия используют запасы для производства, а когда они закончатся, их нужно будет компенсировать

источник: 1prime.ru
* российское рейтинговое агентство",0
1131,"🔔 Доброе утро! Сегодня 16.08 ожидаем следующие события:

🇷🇺 Softline: отчетность за I квартал 2022 финансового года

🇺🇸 запасы нефти API
🇺🇸 A отчет. Прогн.EPS $1,16, Выручка $1,6B
🇺🇸 ALLT отчет. Прогн.EPS -$0,19, Выручка $32,5M
🇺🇸 CDK отчет. Прогн.EPS $0,56, Выручка $0,5B
🇺🇸 GLBE отчет. Прогн.EPS -$0,3, Выручка $83,5M
🇺🇸 HD отчет. Прогн.EPS $4,95, Выручка $43,4B
🇺🇸 LITE отчет. Прогн.EPS $1,33, Выручка $0,4B
🇺🇸 OZON отчет, Выручка $66,3B
🇺🇸 WB отчет. Прогн.EPS $0,42, Выручка $0,4B
🇺🇸 WMT отчет, Выручка $150,7B
💬 Всего американских отчетов сегодня: 11

🇺🇸 CNP: последний день с дивидендом $0.18
🇺🇸 FWRD: последний день с дивидендом $0.24
🇺🇸 HRZN: последний день с дивидендом $0.1
🇺🇸 KGC: последний день с дивидендом $0.03
🇺🇸 LH: последний день с дивидендом $0.72
🇺🇸 MSFT: последний день с дивидендом $0.62
🇺🇸 NLSN: последний день с дивидендом $0.06
🇺🇸 PSX: последний день с дивидендом $0.97
🇺🇸 ZION: последний день с дивидендом $0.41
🇺🇸 AMGN: последний день с дивидендом $1.94
💬 Всего американских дивидендов сегодня: 15

🇺🇸 начатые строительства домов
🇨🇦 индекс потребительских цен
🇺🇸 промышленное производство


📆 Полный календарь тут:
https://smart-lab.ru/calendar/stocks/

✊Удачных инвестиций!",0
1132,"🗓 Ожидаемые события на 16 августа

bcs-express.ru/novosti-i-analitika/2022970840-ozhidaemye-sobytiia-na-16-avgusta",0
1133,"⚠️ Еврокомиссия раскрыла два условия разморозки инвестиций россиян

Еврокомиссия допустила проведение расчетов с попавшим под санкции Национальным расчетным депозитарием, где зависли ценные бумаги российских инвесторов, пишет РБК. Для этого должны быть соблюдены два условия.

Во-первых, НРД не должен получать экономическую выгоду от этих сделок. Во-вторых, сделки должны быть согласованы регуляторами тех стран, в которых зарегистрированы иностранные контрагенты НРД.

Тем не менее эксперты, опрошенные изданием, отмечают, что перечислить замороженные средства на российские счета будет сложно, несмотря на наличие четких критериев.

• Участники финансового рынка — брокеры, управляющие компании и другие — должны будут раскрыть адресатов платежей. Это нужно с целью исключения перечислений в адрес лиц, находящихся под санкциями.

• Помимо этого, даже если инвестор не подпал под ограничения, активы все равно будут заморожены из-за того, что их держателем является НРД. А для разморозки необходима отдельная лицензия от европейских регуляторов — на ее получение также потребуется значительное время.",0
1134,"Прогнозы и комментарии. Опасения не подтвердились, рынок растет

Первый день расконвертации депозитарных расписок прошел без распродаж. К закрытию торгов индекс МосБиржи вышел в уверенный плюс. Удастся ли продолжить рост?

https://bcs-express.ru/novosti-i-analitika/prognozy-i-kommentarii-opaseniia-ne-podtverdilis-rynok-rastett",0
1135,"Быстро преодолели опасения навеса продаж

bcs-express.ru/novosti-i-analitika/itogi-torgov-bystro-preodoleli-opaseniia-navesa-prodazh",0
1136,"🔥 Цены на газ в ЕС подскочили на 11%, обновлен пятимесячный максимум

Стоимость ближайшего (сентябрьского) фьючерса на TTF на бирже ICE Futures сегодня резко выросла, впервые с марта превысив $2400 за тысячу кубометров. Подорожание составило более 11% к закрытию пятницы.

В конце июля газовые цены в Европе приближались к уровню $2400 в результате быстрого роста, вызванного сокращением почти в 5 раз объема поставок газа по «Северному потоку». Затем произошел коррекционный откат, котировки ненадолго опускались к $2000 и немного ниже.

Однако на прошлой неделе газ в ЕС вновь стал активно дорожать. Этому способствовало заявление Газпрома о том, что антироссийские санкции мешают разрешению ситуации с транспортировкой и ремонтом двигателей Siemens для газопровода «Северный поток». В концерне отметили, что cанкционные режимы Канады, ЕС, Великобритании и неcоответствие cуществующей cитуации действующим контрактным обязательствам со стороны Siemens делают невозможной поcтавку двигателя на компрессорную станцию «Портовая» газопровода.

Усиление восходящей динамики газовых цен могла спровоцировать остановка на ежегодную профилактику с 13 августа до конца месяца части мощностей норвежского месторождения Troll и установок по подготовке газа Kollsnes. В результате производственные мощности уменьшатся на 20 млн куб. м газа.",1
1137,"🔜 Газпром в сентябре завершит конвертацию депозитарных расписок в акции

Газпром уведомил Газпромбанк о необходимости проведения автоматической конвертации депозитарных расписок в акции ПАО «Газпром». Ориентировочный срок завершения этой процедуры — сентябрь 2022 г., сообщает концерн.

Газпромбанк обеспечивает ответственное хранение обыкновенных акций Газпрома, на которые были выпущены депозитарные расписки в рамках программ депозитарных расписок, говорится в пресс-релизе концерна.

Кроме того, держатели депозитарных расписок, права на которые учитываются в иностранных депозитариях, или лица, в интересах которых держатели таких депозитарных расписок осуществляют владение и (или) управление ими, в срок до 12 октября 2022 г. включительно вправе обратиться в Газпромбанк с заявлением о принудительной конвертации депозитарных расписок в акции ПАО «Газпром», если акции не могут быть получены вследствие ограничительных мер либо недружественных действий иностранных государств, международных организаций, иностранных финансовых организаций.

Узнать больше: Расконвертация расписок и доступ нерезидентов. Что нужно знать",1
1138,"Объем вложений РФ в госбумаги США в июне остался на уровне чуть выше $2 млрд

Читать далее
👉 https://smartlab.news/i/61298",0
1139,"Правила переводов без открытия счета могут ужесточить — Коммерсант

Читать далее
👉 https://smartlab.news/i/61296",0
1140,"Минфин изучит схемы вывода на экспорт топлива для внутреннего рынка — Коммерсант

Читать далее
👉 https://smartlab.news/i/61295",0
1141,"Экспорт удобрений накаляется. Логистические проблемы скоро не решатся — Коммерсант

Читать далее
👉 https://smartlab.news/i/61294",1
1142,"Микрофинансовые заемщики выходят на банковский уровень — Коммерсант

Читать далее
👉 https://smartlab.news/i/61293",0
1143,"Сбербанк дистанцируется от SberDevices — Коммерсант

Читать далее
👉 https://smartlab.news/i/61292

#SBER",0
1144,"ОАК хочет заменить двигатели всех Sukhoi SuperJet на отечественные — Ведомости

Читать далее
👉 https://smartlab.news/i/61291

#UNAC",0
1145,"СПБ биржа расширяет список иностранных бумаг для торгов в основную сессию — Ведомости

Читать далее
👉 https://smartlab.news/i/61290

#SPBE",1
1146,"Сбер планирует улучшить условия по кешбэкам — Известия

Читать далее
👉 https://smartlab.news/i/61289

#SBER",0
1147,"Обзор прессы: Сбербанк, СПБ Биржа, ОАК — 16/08/22

Читать далее
👉 https://smartlab.news/i/61288",0
1148,"МНЕНИЕ: Отложенный спрос на поездки и развлечения воплощается в реальный в 3 квартале - Синара

Читать далее
👉 https://smartlab.news/i/61285

#DIS",0
1149,"JPMorgan и Bank of America возобновят торги российскими облигациями для клиентов, которые хотят выйти из российских долговых обязательств

Читать далее
👉 https://smartlab.news/i/61284",1
1150,"ИТК ""Оптима"" допустила дефолт при выплате купона на сумму ₽2,4 млн

Читать далее
👉 https://smartlab.news/i/61283",0
1151,"НКЦ установил запрет на сделки с плечом акциями и фьючерсами СПБ биржи

Читать далее
👉 https://smartlab.news/i/61282

#SPBE",1
1152,"Сбербанк запустил автоматическую конвертацию депозитарных расписок в акции

Читать далее
👉 https://smartlab.news/i/61281

#SBER",1
1153,"НЛМК объявляет о начале процедуры получения согласия держателей облигаций

Читать далее
👉 https://smartlab.news/i/61280",0
1154,"СД ""Аэрофлота"" одобрил сделку с российскими разработчиками системы бронирования билетов

Читать далее
👉 https://smartlab.news/i/61276

#AFLT",0
1155,"""Интер РАО"" уведомило депозитарий об автоматической конвертации депозитарных расписок в акции

Читать далее
👉 https://smartlab.news/i/61274

#IRAO",1
1156,"""Газпром"" уведомил Газпромбанк о необходимости автоматической конвертации расписок в акции

Читать далее
👉 https://smartlab.news/i/61273

#GAZP",1
1157,"Конвертация ADR ""Ростелекома"" в акции состоится после 12 октября

Читать далее
👉 https://smartlab.news/i/61272

#RTKM",1
1158,"ВТБ закроет депозитарную программу 1 сентября

Читать далее
👉 https://smartlab.news/i/61271

#VTBR",1
1159,"МНЕНИЕ: Долгосрочно акции Positive Technologies выглядят интересно на фоне тренда на импортозамещение ПО - Промсвязьбанк

Читать далее
👉 https://smartlab.news/i/61270

#POSI",0
1160,"🔥Итоги дня: IMOEX +0.6% Расконвертация началась

Читать далее
👉 https://smartlab.news/i/61268",0
1161,"Полюс выпустит облигации в юанях

Читать далее
👉 https://smartlab.news/i/61265

#PLZL",0
1162,"МНЕНИЕ: Газпром: С ручейка газа начинается большая река выручки -Синара

Читать далее
👉 https://smartlab.news/i/61262

#GAZP",0
1163,"ЦБ РФ не будет выдать предписаний за нарушение закона об инсайде при сделке с регулятором

Читать далее
👉 https://smartlab.news/i/61258",0
1164,"Полностью импортозамещенный МС-21 будет готов в 2024 году

Читать далее
👉 https://smartlab.news/i/61257

#UNAC",0
1165,"Поставки морской российской нефти в Азию августе упали до минимума с начала СВО — Bloomberg

Читать далее
👉 https://smartlab.news/i/61256

#NMTP",0
1166,"МНЕНИЕ: Ипотечное кредитование поддерживает рынок недвижимости в период слабой экономической конъюнктуры - Промсвязьбанк

Читать далее
👉 https://smartlab.news/i/61252",0
1167,"🇷🇺#SPBE 
СПБ биржа второй раз за последнюю неделю расширяет список иностранных ценных бумаг, доступных для торгов в основную сессию. Биржа видит запрос со стороны инвесторов на возобновление торгов в утренние часы на фоне готовности маркетмейкеров обеспечивать ликвидность в этот период, объяснил представитель СПБ биржи. Брокеры говорят, что расширение списка иностранных ценных бумаг не подтолкнет инвесторов массово скупать иностранные акции, особенно на фоне риска их блокировки - Ведомости",1
1168,"❗️Детонация боеприпасов произошла на севере Крыма, сообщила администрация поселения. Жителей населенного пункта Майское эвакуируют.

@kommersant",0
1169,"Резкое сокращение продаж новостроек на рынке Москвы и Подмосковья вынуждает застройщиков жилья предлагать покупателям большие скидки. На рынке появились лоты с дисконтом до 25%, а за год средний размер скидок вырос в 2,5 раза. Эта тенденция, по мнению аналитиков, может привести к снижению цен на квартиры в новостройках, что девелоперы пока опасаются делать массово.

#Ъузнал",1
1170,,0
1171,"В Крыму в селе Майское горит трансформаторная подстанция. Причины возгорания пока неизвестны.

Глава республики Сергей Аксенов выехал на место происшествия для выяснения обстоятельств.

Видео: соцсети

@kommersant",0
1172,"🌖Главные новости к утру 16 августа

🔸МИД РФ считает, что везти МАГАТЭ на Запорожскую АЭС через Киев небезопасно. Так замдиректора департамента по вопросам нераспространения и контроля над вооружениями МИД РФ Игорь Вишневецкий отреагировал на планы ООН.

🔸Арестованные администраторы Telegram-каналов Ольга Архарова и Инна Чурилова, а также журналист Александра Баязитова обжаловали арест, узнал «Ъ». Их обвиняют в вымогательстве 1,2 млн руб. у топ-менеджера ПСБ Александра Ушакова. По мнению защиты, обвиняемые хотели получить доход за счет публикации общественно значимой с их точки зрения информации о судимости господина Ушакова, которая помогла бы раскрутке их каналов и привлечению рекламы. Помешал же этому сам банкир, заявивший о своем желании перекупить компромат.

🔸За ночь из-под завалов на рынке в Ереване извлекли еще восемь тел. Общее число погибших возросло до 16.

🔸Сбербанк сменил название компании, которая разрабатывает «умные» колонки, ТВ-приставки и другие гаджеты с голосовым помощником «Салют», исключив из него слово «Сбер». В банке решение объясняют расширением портфеля продуктов, но источники «Ъ» допускают возможность продажи подразделения, которое из-за санкций столкнулось с проблемами в доступе к зарубежным технологиям и комплектующим.

🔸Еврокомиссия допустила расчеты с Национальным расчетным депозитарием РФ. Брюссель требует, чтобы НРД при этом не получил выгоды. Сделки должны быть согласованы с национальными регуляторами.

🔸Microsoft заявила о киберугрозе из России, нацеленной на страны НАТО. Кибератаки Seaborgium включают фишинговые операции, кражу учетных данных и информации, взлом и публикацию данных для формирования информационной картины в определенных странах.

🔸Совладелец сети «Читай-город—Буквоед» Денис Котов купил издательства Individuum и Popcorn Books, выяснил «Ъ».

🔸«Матч ТВ» станет вещателем Кубка России. «Яндекс» может получить статус «дополнительного диджитал-партнера турнира». Титульным и беттинг-партнером утверждена компания «Фонбет».

@kommersant",0
1173,"Morgan Stanley:

Медвежий рынок еще не завершен, т.к. впереди нас ждут разочаровывающие результаты о доходах, которые послужат катализатором нового падения акций.

источник: marketwatch.com",0
1174,"Bridgewater Рэя Далио во II кв. приобрел доли в Rivian, Amazon и вышел из китайских Alibaba, JD com.

источник: seekingalpha.com",0
1175,"Вложения в US Treasuries в июне:

- в России практически не изменились, составив $2.0 млрд
- в Китае уменьшились на $13.0 млрд - до $967.8 млрд
- в Японии* увеличились на $12.6 млрд - до $1 трлн 236.3 млрд

источник: interfax.ru 
* крупнейший держатель",0
1176,"Bleakley Financial:

Считаем текущий отскок медвежьим ралли рынка, в связи с агрессивной денежно-кредитной политикой ФРС, высокой инфляцией, снижением прибыли компаний и рисками замедления экономики.

источник: wsj.com",0
1177,"Госдеп США:

Конгрессмены США продолжат визиты на Тайвань, несмотря на реакцию Пекина

источник: interfax.ru",1
1178,"Протесты против растущих цен на энергию проходят по всей Великобритании. 

источник: bloomberg.com",1
1179,"Цены на энергию в Европе выросла в 2 раза за 2 месяца на фоне углубления кризиса. 

источник: bloomberg.com",1
1180,"АКРА*:

Brent к концу текущего года будет достигать $100-110, однако при введении новых ограничений цена может подскочить до $130-140.

источник: 1prime.ru
* российское рейтинговое агентство",0
1181,"Баффет продолжил покупать Apple и удвоил ставку на энергетический сектор во II квартале. 

источник: wsj.com",0
1182,"ЕК допустила проведение расчетов с НРД при соблюдении двух условий:

- НРД не должен получать от таких сделок какую-либо экономическую выгоду
- сделки должны быть согласованы регуляторами стран, в которых зарегистрированы иностранные контрагенты НРД

источник: 1prime.ru",0
1183,"На рынке мусорных облигаций США идёт мощный отскок из-за отступающих страхов инфляции.

источник: ft.com",0
1184,"АКРА*:

Ставки по вкладам в долларах и евро могут перестать устанавливать, т.к. российские банки потеряли возможность зарабатывать на долларах и евро

источник: 1prime.ru
* российское рейтинговое агентство",0
1185,"Rabobank:

Политика нулевого уровня Covid в сочетании с серьезными проблемами на рынке недвижимости оказывает давление на экономический рост Китая, следовательно и на всю мировую экономику.

источник: wsj.com",0
1186,"🇷🇺#UNAC #авиа #россия #импортозамещение 
ОАК хочет заменить двигатели всех Sukhoi SuperJet на отечественные. На это, по оценкам экспертов, потребуется порядка 7 лет - Ведомости",0
1187,"❗️✴️🇺🇸#TORN #крипто #санкции #суд
адвокатская группа Coin Center может оспорить санкции США против Tornado Cash т.к. считает, что OFAC превысила свои полномочия введя санкции против ""автономного програмного кода"", а не против отдельных лиц

By treating autonomous code as a “person” OFAC exceeds its statutory authority.",0
1188,"✴️#DAI #стеблкоины #крипто 
Santiment отмечает рекордные он-чейн обороты в стейблкоине DAI. Одновременно, предложение DAI на биржах снизилось до минимума за 6 месяцев",0
1189,,0
1190,"🧾С начала «выхода нерезидентов» (условного) на внутренний рынок прошла неделя. Информационных повод стал триггером к росту. Мосбиржа (MOEX) за 72 часа выросла на 3% (с 2090 до 2154). Потом прошла коррекция. Но внутри рынка недельные темпы оказались значительно выше.

📈Лучше рынка подорожали компании розницы, АПК (+удобрения) и кибербез. Эмитенты выросли на:
🛒Магнит (МОЕХ:MGNT) +4,5% (4933 5157)
🧪Фосагро (МОЕХ:PHOR) +8% (с 6961 до 7523). 
🖥Positive Technologies (МОЕХ:POSI) +18% (с 1036 до 1226).",0
1191,"🫰Новый налог на газ в 🇩🇪Германии составит €400-600 в год на семью. Это около 1% от всех средних ежегодных доходов домохозяйств (€56,5 тыс) Ставка утверждена в размере 2-3 евроцента за КВт•ч. Система будет анонсирована регулятором Trading Hub Europe в ближайние 7 дней. Сам налог будет собираться в отопительный сезон - с 1 октября 2022 года по 1 апреля 2023 года. 

🛟Денежные средства будут направлены на поддержку: 
Uniper (FWB:UN01) - энергокомпания подконтрольная финской госкомпании Fortum (75,01%) 
EnBW (FWB:EBKG) - энергокомпания подконтрольная правительству земли Баден-Вюртемберг (46,75%) и муниципалитетам (46,75%)

🔻Еще одна цель налога снизить использование газа. 🇩🇪Германии предстоит сократить 20% потребления в ближайшие несколько месяцев.",1
1192,"Биржевые цены на газ в Европе превысили $2400 за тысячу кубометров

Биржевые цены на газ в Европе растут на фоне повышенного спроса на электроэнергию. Из-за аномальной жары спрос на электроэнергию для кондиционеров резко вырос. Стоимость газа поднялась выше $2400 впервые с начала марта

Подробнее на РБК:
https://quote.rbc.ru/news/article/62ab1aeb9a794730257d9bde",1
1193,"Шорты недоступны, на бирже неопределённость. 

Многие покинули рынок в этом году из-за отсутствия идей и правил. Но что если свет в тоннеле все ещё есть? 

Можно торговать с плечом, играть на понижение и вообще строить рыночно нейтральные стратегии. Не верите? Тогда убедитесь на бесплатном двухдневном марафоне по опционам. За два дня в режиме реального времени вы сможете познакомиться с опционами иили обсудить с единомышленниками новые стратегии и тактики торговли.
Регистрируйтесь по ссылке ниже 👇👇👇👇
https://bit.ly/3SUJn8O

#реклама",0
1194,"ЦБ перечислил плюсы «сделки с регулятором» для инсайдеров-нарушителей

Участники российского финансового рынка смогут избежать некоторых административных мер за нарушение российского антиинсайдерского законодательства, заключив соглашение с регулятором

Подробнее на РБК:
https://quote.rbc.ru/news/article/62fa465e9a7947e957dc413c",0
1195,"«Открытие Инвестиции» введет комиссию в 3% за хранение более €10 тыс.

Брокер также не исключил, что в дальнейшем введет комиссию и на хранение на счетах клиентов долларов США

Подробнее на РБК:
https://quote.rbc.ru/news/article/62fa44799a7947e90b713f08",0
1196,"Фондовые биржи АТР преимущественно растут вслед за рынками США

Фондовые индексы Азиатско-Тихоокеанского региона (АТР) во вторник в основном растут вслед за фондовыми рынками США, свидетельствуют данные торгов.

По состоянию на 8.05 мск индекс Шанхайской фондовой биржи Shanghai Composite растет на 0,25%, до 3284,39 пункта, Шэньчжэньской биржи Shenzhen Composite - на 0,53%, до 2229,08 пункта, гонконгский Hang Seng Index снижается на 0,18%, до 20004 пунктов. Японский Nikkei 225 увеличивается на 0,01%, до 28873,5 пункта, австралийский S&P/ASX 200 - на 0,56%, до 7103,6 пункта, южнокорейский KOSPI - на 0,23%, до 2535 пунктов.",0
